SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3350 Mccue Rd #1703,Houston,TX,77056,388000,2.0,2.0,Bristol Condo,1955.0,,1983.0,89,198.0,1638.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-1703/home/30574514,HARMLS,85096776,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,3505 Sage Rd #201,Houston,TX,77056,325000,2.0,2.0,Mark Condo 01,1422.0,,2000.0,89,229.0,748.0,Active,,,https://www.redfin.com/TX/Houston/3505-Sage-Rd-77056/unit-201/home/29178939,HARMLS,70713347,N,Y,29.7297483,-95.4660267
MLS Listing,,Condo/Co-op,1409 Post Oak Blvd #1702,Houston,TX,77056,1650000,4.0,4.5,Astoria Condos,3010.0,,2014.0,99,548.0,2047.0,Active,,,https://www.redfin.com/TX/Houston/1409-Post-Oak-Blvd-77056/unit-1702/home/110193532,HARMLS,88241164,N,Y,29.7526197,-95.4593519
MLS Listing,,Condo/Co-op,5050 Ambassador Way #212,Houston,TX,77056,250000,2.0,2.0,Ambassador At Post Oak Sec 01,1700.0,66200.0,1967.0,101,147.0,1026.0,Active,,,https://www.redfin.com/TX/Houston/5050-Ambassador-Way-77056/unit-212/home/30210160,HARMLS,67570420,N,Y,29.7470277,-95.4636262
MLS Listing,,Single Family Residential,5203 Fieldwood Dr,Houston,TX,77056,2399000,5.0,7.0,Tanglewood,7534.0,13007.0,2002.0,106,318.0,202.0,Active,,,https://www.redfin.com/TX/Houston/5203-Fieldwood-Dr-77056/home/30016902,HARMLS,4617694,N,Y,29.7521486,-95.467501
MLS Listing,,Single Family Residential,5653 Pine Forest Rd,Houston,TX,77056,1599000,4.0,4.5,Tanglewood Sec 11,3770.0,21840.0,1957.0,107,424.0,100.0,Active,,,https://www.redfin.com/TX/Houston/5653-Pine-Forest-Rd-77056/home/30090472,HARMLS,7683966,N,Y,29.7641294,-95.4771462
MLS Listing,,Condo/Co-op,5050 Ambassador Way Way #112,Houston,TX,77056,279000,2.0,2.0,Ambassador At Post Oak,1700.0,,1967.0,108,164.0,1025.0,Active,,,https://www.redfin.com/TX/Houston/5050-Ambassador-Way-77056/unit-112/home/30210264,HARMLS,78843448,N,Y,29.7470277,-95.4636262
MLS Listing,,Condo/Co-op,5150 Hidalgo St #1004,Houston,TX,77056,290000,2.0,2.0,Oxford Condo 04 Amd,1427.0,,1981.0,109,203.0,1107.0,Active,,,https://www.redfin.com/TX/Houston/5150-Hidalgo-St-77056/unit-1004/home/30523774,HARMLS,10820399,N,Y,29.7357381,-95.4652097
MLS Listing,,Single Family Residential,5636 Wickersham Ln,Houston,TX,77056,1699950,4.0,4.5,Briarcroft,4222.0,9860.0,2023.0,109,403.0,,Active,,,https://www.redfin.com/TX/Houston/5636-Wickersham-Ln-77056/home/30050195,HARMLS,23586724,N,Y,29.7401146,-95.4755079
MLS Listing,,Single Family Residential,21 N Wynden Dr #4,Houston,TX,77056,1595000,4.0,4.5,West Oaks,4951.0,4092.0,1999.0,110,322.0,300.0,Active,,,https://www.redfin.com/TX/Houston/21-N-Wynden-Dr-77056/unit-4/home/30712931,HARMLS,63935123,N,Y,29.7560198,-95.4615558
MLS Listing,,Vacant Land,5421 Del Monte Dr,Houston,TX,77056,950000,,,Del Monte Sec 01,,17600.0,,114,,53.0,Active,,,https://www.redfin.com/TX/Houston/5421-Del-Monte-Dr-77056/home/30059537,HARMLS,42145094,N,Y,29.7457535,-95.4694668
MLS Listing,,Condo/Co-op,5110 San Felipe St Unit 212/213,Houston,TX,77056,1200000,5.0,5.5,Four Leaf Towers,5380.0,,1981.0,117,223.0,5188.0,Active,,,https://www.redfin.com/TX/Houston/5110-San-Felipe-St-77056/unit-212-213/home/147241886,HARMLS,85886453,N,Y,29.75122,-95.464123
MLS Listing,,Condo/Co-op,3388 Sage Rd #3100,Houston,TX,77056,1650000,3.0,2.5,Mercer I Condo,4600.0,,2003.0,117,359.0,2712.0,Active,,,https://www.redfin.com/TX/Houston/3388-Sage-Rd-77056/unit-3100/home/29255929,HARMLS,26630290,N,Y,29.7324238,-95.4678696
MLS Listing,,Condo/Co-op,3525 Sage Rd #309,Houston,TX,77056,255000,2.0,2.0,Sage Street Condo,1095.0,,1985.0,117,233.0,811.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-309/home/30606084,HARMLS,19519429,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,3525 Sage Rd #710,Houston,TX,77056,235000,2.0,2.0,3525 Sage Street Condo,1095.0,,1985.0,117,215.0,875.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-710/home/30606036,HARMLS,14524319,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,3350 Mccue Rd #1201,Houston,TX,77056,285000,2.0,2.0,Bristol Condo,1415.0,,1983.0,118,201.0,1491.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-1201/home/30574345,HARMLS,2440993,N,Y,29.7296841,-95.4650133
MLS Listing,,Vacant Land,5522 Hidalgo St,Houston,TX,77056,350000,,,Lamar Terrace,,3035.0,,119,,,Active,,,https://www.redfin.com/TX/Houston/5522-Hidalgo-St-77056/home/30034878,HARMLS,46206003,N,Y,29.7358968,-95.4750896
MLS Listing,,Vacant Land,5524 Hidalgo St,Houston,TX,77056,350000,,,Lamar Terrace,,3031.0,,119,,,Active,,,https://www.redfin.com/TX/Houston/5524-Hidalgo-St-77056/home/29601228,HARMLS,10658244,N,Y,29.735949,-95.475238
MLS Listing,,Condo/Co-op,5050 Ambassador Way #312,Houston,TX,77056,315000,2.0,2.0,Ambassador At Post Oak Sec 01,1700.0,66200.0,1967.0,122,185.0,1025.0,Active,,,https://www.redfin.com/TX/Houston/5050-Ambassador-Way-77056/unit-312/home/30210162,HARMLS,7281010,N,Y,29.7470277,-95.4636262
MLS Listing,,Condo/Co-op,3525 Sage Rd #210,Houston,TX,77056,258000,2.0,2.0,Sage Street Condo,1095.0,,1985.0,122,236.0,811.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-210/home/30606095,HARMLS,76055343,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,3350 Mccue Rd #2404,Houston,TX,77056,699900,2.0,2.5,Bristol Condo,2743.0,,1983.0,123,255.0,2231.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-2404/home/30574487,HARMLS,15095801,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,5110 San Felipe St Unit 74W,Houston,TX,77056,274000,1.0,1.5,Four-leaf Towers,1015.0,,1981.0,128,270.0,969.0,Active,,,https://www.redfin.com/TX/Houston/5110-San-Felipe-St-77056/unit-74W/home/30542682,HARMLS,49997086,N,Y,29.75122,-95.464123
MLS Listing,,Single Family Residential,5422 Lincrest Ln,Houston,TX,77056,499786,3.0,2.0,Larchmont Sec 02,1483.0,8475.0,1965.0,136,337.0,,Active,,,https://www.redfin.com/TX/Houston/5422-Lincrest-Ln-77056/home/30123836,HARMLS,15103125,N,Y,29.7299943,-95.4726408
MLS Listing,,Single Family Residential,5438 Lampasas St,Houston,TX,77056,1050000,4.0,3.5,Lamar Terrace,4580.0,6688.0,2006.0,144,229.0,,Active,,,https://www.redfin.com/TX/Houston/5438-Lampasas-St-77056/home/30035123,HARMLS,48851057,N,Y,29.7339447,-95.4736443
MLS Listing,,Single Family Residential,5545 Judalon Ln,Houston,TX,77056,479000,3.0,2.0,Larchmont Sec 01,1452.0,7735.0,1950.0,145,330.0,6.0,Active,,,https://www.redfin.com/TX/Houston/5545-Judalon-Ln-77056/home/30095039,HARMLS,3993189,N,Y,29.7276923,-95.4759584
MLS Listing,,Condo/Co-op,1600 Post Oak #1607,Houston,TX,77056,689000,2.0,2.0,Cosmopolitan Condos,1691.0,,2006.0,150,407.0,1197.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-1607/home/29544307,HARMLS,40356633,N,Y,29.7515129,-95.4613592
MLS Listing,,Condo/Co-op,3525 Sage Rd #1212,Houston,TX,77056,165000,1.0,1.0,Sage Street Condo,707.0,,1985.0,152,233.0,525.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-1212/home/30605882,HARMLS,66778711,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,5150 Hidalgo St #1302,Houston,TX,77056,199000,1.0,1.0,Oxford Condo 04 Amd,973.0,,1981.0,158,205.0,767.0,Active,,,https://www.redfin.com/TX/Houston/5150-Hidalgo-St-77056/unit-1302/home/30523759,HARMLS,48396353,N,Y,29.7357381,-95.4652097
MLS Listing,,Condo/Co-op,5150 Hidalgo St #501,Houston,TX,77056,499000,3.0,2.5,Oxford Condo 04 Amd,2458.0,,1981.0,158,203.0,1865.0,Active,,,https://www.redfin.com/TX/Houston/5150-Hidalgo-St-77056/unit-501/home/30523538,HARMLS,13126486,N,Y,29.7357381,-95.4652097
MLS Listing,,Condo/Co-op,3350 Mccue Rd #2402,Houston,TX,77056,975000,3.0,3.5,The Bristol,3307.0,,1983.0,167,295.0,3265.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-2402/home/30574489,HARMLS,36432840,N,Y,29.7296841,-95.4650133
MLS Listing,,Single Family Residential,5120 Longmont Dr #9,Houston,TX,77056,2495000,4.0,4.5,Imber Place,5184.0,4972.0,2018.0,169,481.0,417.0,Active,,,https://www.redfin.com/TX/Houston/5120-Longmont-Dr-77056/unit-9/home/144618759,HARMLS,5846252,N,Y,29.7559346,-95.4662124
MLS Listing,,Condo/Co-op,5555 Del Monte Dr #1904,Houston,TX,77056,689000,2.0,2.5,St. James Condo 04 Amd,1935.0,,1975.0,173,356.0,1577.0,Active,,,https://www.redfin.com/TX/Houston/5555-Del-Monte-Dr-77056/unit-1904/home/30346159,HARMLS,91960454,N,Y,29.7454232,-95.4714223
MLS Listing,,Townhouse,5524 Beverlyhill St #1,Houston,TX,77056,219000,2.0,2.5,Beverly Hills,1300.0,58853.0,1973.0,178,168.0,300.0,Active,,,https://www.redfin.com/TX/Houston/5524-Beverlyhill-St-77056/unit-1/home/30350747,HARMLS,56191680,N,Y,29.7306262,-95.4753645
MLS Listing,,Condo/Co-op,1000 Uptown Park Blvd #24,Houston,TX,77056,1795000,2.0,2.5,Villa D'este,4020.0,,1999.0,180,447.0,4020.0,Active,,,https://www.redfin.com/TX/Houston/1000-Uptown-Park-Blvd-77056/unit-24/home/30688222,HARMLS,69112700,N,Y,29.7586159,-95.4576777
MLS Listing,,Condo/Co-op,5001 Woodway Dr #404,Houston,TX,77056,550000,3.0,2.0,The Woodway Condominium,1924.0,,1975.0,188,286.0,1010.0,Active,,,https://www.redfin.com/TX/Houston/5001-Woodway-Dr-77056/unit-404/home/30342030,HARMLS,18321091,N,Y,29.7619446,-95.4639792
MLS Listing,,Vacant Land,5555 Doliver Dr,Houston,TX,77056,1975000,,,Tanglewood,,18136.0,,189,,138.0,Active,,,https://www.redfin.com/TX/Houston/5555-Doliver-Dr-77056/home/30016853,HARMLS,11723991,N,Y,29.7521161,-95.4726613
MLS Listing,,Condo/Co-op,3388 Sage Rd Rd #2102,Houston,TX,77056,649900,3.0,3.0,Mercer I Condo,2155.0,,2003.0,208,302.0,1270.0,Active,,,https://www.redfin.com/TX/Houston/3388-Sage-Rd-77056/unit-2102/home/29255925,HARMLS,26256092,N,Y,29.7324238,-95.4678696
MLS Listing,,Single Family Residential,5336 Schumacher Ln,Houston,TX,77056,448500,3.0,2.0,Larchmont Sec 01,1432.0,6500.0,1954.0,209,313.0,70.0,Active,,,https://www.redfin.com/TX/Houston/5336-Schumacher-Ln-77056/home/30094873,HARMLS,48328493,N,Y,29.7293689,-95.4703064
MLS Listing,,Townhouse,5636 San Felipe St Unit M,Houston,TX,77056,850000,3.0,3.5,San Felipe T/h,3837.0,2004.0,1982.0,215,222.0,180.0,Active,,,https://www.redfin.com/TX/Houston/5636-San-Felipe-St-77056/unit-M/home/30049879,HARMLS,15599004,N,Y,29.750544,-95.476024
MLS Listing,,Single Family Residential,5218 Piping Rock Ln,Houston,TX,77056,2250000,5.0,5.5,Del Monte,5212.0,11411.0,2023.0,215,432.0,27.0,Active,,,https://www.redfin.com/TX/Houston/5218-Piping-Rock-Ln-77056/home/30059399,HARMLS,40895031,N,Y,29.7430865,-95.467972
MLS Listing,,Condo/Co-op,3350 Mccue Rd #2102,Houston,TX,77056,378000,2.0,2.0,Bristol Condo,1955.0,,1983.0,216,193.0,1638.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-2102/home/30574502,HARMLS,2334202,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,5150 Hidalgo St #304,Houston,TX,77056,289900,2.0,2.0,Oxford Condo 04 Amd,1427.0,,1981.0,236,203.0,1107.0,Active,,,https://www.redfin.com/TX/Houston/5150-Hidalgo-St-77056/unit-304/home/30523532,HARMLS,11171923,N,Y,29.7357381,-95.4652097
MLS Listing,,Condo/Co-op,3505 Sage Rd #2309,Houston,TX,77056,359500,2.0,2.0,Mark Condo 01 Amd,1422.0,,2000.0,244,253.0,820.0,Active,,,https://www.redfin.com/TX/Houston/3505-Sage-Rd-77056/unit-2309/home/29179495,HARMLS,57204835,N,Y,29.7297483,-95.4660267
MLS Listing,,Condo/Co-op,3030 Post Oak Blvd #105,Houston,TX,77056,599900,2.0,2.5,Manhattan Condo Amd,2166.0,,2002.0,257,277.0,900.0,Active,,,https://www.redfin.com/TX/Houston/3030-Post-Oak-Blvd-77056/unit-105/home/29240150,HARMLS,74098847,N,Y,29.7349434,-95.4611834
MLS Listing,,Single Family Residential,5514 Russett Dr,Houston,TX,77056,4500000,6.0,6.0,Tanglewood,9598.0,30000.0,2012.0,279,469.0,125.0,Active,,,https://www.redfin.com/TX/Houston/5514-Russett-Dr-77056/home/30069254,HARMLS,12326943,N,Y,29.7631038,-95.4774125
MLS Listing,,Condo/Co-op,1600 Post Oak Blvd #804,Houston,TX,77056,639000,2.0,2.0,Cosmopolitan Condos,1779.0,,2006.0,294,359.0,950.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-804/home/29544370,HARMLS,44670571,N,Y,29.7515129,-95.4613592
MLS Listing,,Condo/Co-op,3388 Sage Rd #901,Houston,TX,77056,584900,3.0,3.0,The Mercer,2155.0,,2003.0,300,271.0,1210.0,Active,,,https://www.redfin.com/TX/Houston/3388-Sage-Rd-77056/unit-901/home/29255900,HARMLS,58235166,N,Y,29.7324238,-95.4678696
MLS Listing,,Vacant Land,242 Pine Hollow Ln,Houston,TX,77056,1050000,,,Pine Hollow,,31236.0,,309,,,Active,,,https://www.redfin.com/TX/Houston/242-Pine-Hollow-Ln-77056/home/30056561,HARMLS,14680197,N,Y,29.765193,-95.460879
MLS Listing,,Condo/Co-op,3350 Mccue Rd #1502,Houston,TX,77056,340000,2.0,2.0,Bristol Condo,1955.0,,1983.0,314,174.0,1638.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-1502/home/30574357,HARMLS,94091875,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,5110 San Felipe St #141,Houston,TX,77056,580800,2.0,3.0,Four Leaf Towers,2030.0,,1981.0,331,286.0,1939.0,Active,,,https://www.redfin.com/TX/Houston/5110-San-Felipe-St-77056/unit-141/home/30542835,HARMLS,62379500,N,Y,29.75122,-95.464123
MLS Listing,,Condo/Co-op,5005 Hidalgo St #602,Houston,TX,77056,1195000,3.0,3.5,Empire Condos,3308.0,,2005.0,333,361.0,780.0,Active,,,https://www.redfin.com/TX/Houston/5005-Hidalgo-St-77056/unit-602/home/29561182,HARMLS,19062187,N,Y,29.734936,-95.461978
MLS Listing,,Condo/Co-op,3525 Sage Rd #318,Houston,TX,77056,175000,1.0,1.0,Sage Street Condo,776.0,,1985.0,334,226.0,577.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-318/home/30606104,HARMLS,16734479,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,1409 Post Oak Blvd #1304,Houston,TX,77056,1400000,3.0,3.5,Astoria Condos,2826.0,,2014.0,341,495.0,1750.0,Active,,,https://www.redfin.com/TX/Houston/1409-Post-Oak-Blvd-77056/unit-1304/home/110195125,HARMLS,3637234,N,Y,29.7526197,-95.4593519
MLS Listing,,Vacant Land,5310 Richmond Ave,Houston,TX,77056,950000,,,Lamar Terrace,,6600.0,,344,,,Active,,,https://www.redfin.com/TX/Houston/5310-Richmond-Ave-77056/home/170361748,HARMLS,20241571,N,Y,29.7318665,-95.4688546
MLS Listing,,Vacant Land,5210 Woodway Dr,Houston,TX,77056,1650000,,,Bayou Glen,,22554.0,,380,,1150.0,Active,,,https://www.redfin.com/TX/Houston/5210-Woodway-Dr-77056/home/30031924,HARMLS,69548859,N,Y,29.7634992,-95.4683815
MLS Listing,,Condo/Co-op,1901 Post Oak Blvd #603,Houston,TX,77056,369000,2.0,2.0,Lofts/post Oak,1569.0,,2003.0,394,235.0,657.0,Active,,,https://www.redfin.com/TX/Houston/1901-Post-Oak-Blvd-77056/unit-603/home/29403906,HARMLS,81831663,N,Y,29.7468536,-95.4591882
MLS Listing,,Single Family Residential,32 S Wynden Dr,Houston,TX,77056,10000000,0.0,4.5,West Oaks No 2,5696.0,40812.0,1940.0,407,1756.0,,Active,,,https://www.redfin.com/TX/Houston/32-S-Wynden-Dr-77056/home/29957502,HARMLS,37963558,N,Y,29.7557472,-95.4591755
MLS Listing,,Single Family Residential,5152 Huckleberry Circle Cir,Houston,TX,77056,1650000,4.0,4.0,Briardale,4585.0,13650.0,1996.0,415,360.0,74.0,Active,,,https://www.redfin.com/TX/Houston/5152-Huckleberry-Cir-77056/home/30061719,HARMLS,38669017,N,Y,29.7514121,-95.4653931
MLS Listing,,Condo/Co-op,1409 Post Oak Blvd #2301,Houston,TX,77056,1550000,4.0,4.5,Astoria Condos,3079.0,,2014.0,460,503.0,2129.0,Active,,,https://www.redfin.com/TX/Houston/1409-Post-Oak-Blvd-77056/unit-2301/home/108153315,HARMLS,66081066,N,Y,29.7526197,-95.4593519
MLS Listing,,Condo/Co-op,1600 Post Oak Blvd #902,Houston,TX,77056,1035000,3.0,3.5,Cosmopolitan Condos,2735.0,,2006.0,512,378.0,1479.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-902/home/29544394,HARMLS,94068722,N,Y,29.7515129,-95.4613592
MLS Listing,,Townhouse,5534 Beverlyhill St #7,Houston,TX,77056,270000,2.0,2.5,Beverly Hills T/h Amd,1428.0,58853.0,1973.0,615,189.0,300.0,Active,,,https://www.redfin.com/TX/Houston/5534-Beverly-Hill-St-77056/unit-7/home/143998600,HARMLS,42854670,N,Y,29.7305991,-95.4760198
MLS Listing,,Condo/Co-op,1275 S Post Oak Ln #2502,Houston,TX,77056,7500000,0.0,,Belfiore Condo,8689.0,,2014.0,816,863.0,9484.0,Active,,,https://www.redfin.com/TX/Houston/1275-S-Post-Oak-Ln-77056/unit-2502/home/110188351,HARMLS,49382800,N,Y,29.7543454,-95.462894
For-Sale-by-Owner Listing,,Townhouse,5636 San Felipe St,Houston,TX,77056,752000,3.0,3.5,Houston,3837.0,2003.0,1982.0,268,196.0,,Active,,,https://www.redfin.com/TX/Houston/5636-San-Felipe-St-77056/home/181037947,Fizber.com,11476567,N,Y,29.750544,-95.476024
MLS Listing,,Single Family Residential,820 Rutland St,Houston,TX,77007,920000,3.0,2.0,Houston Heights,1943.0,6468.0,1914.0,1,473.0,,Active,,,https://www.redfin.com/TX/Houston/820-Rutland-St-77007/home/29701600,HARMLS,3587883,N,Y,29.7859092,-95.400786
MLS Listing,,Single Family Residential,5815 Washington Ave Unit C,Houston,TX,77007,485000,3.0,3.5,Riverwood on Washington,2575.0,1994.0,2006.0,1,188.0,453.0,Active,May-13-2023 12:00 PM,May-13-2023 02:00 PM,https://www.redfin.com/TX/Houston/5815-Washington-Ave-77007/unit-C/home/29383997,HARMLS,80730413,N,Y,29.7703402,-95.4206532
MLS Listing,,Single Family Residential,5115 Nett St,Houston,TX,77007,629000,3.0,2.5,Nett Street Grove,2538.0,2500.0,2023.0,1,248.0,,Active,,,https://www.redfin.com/TX/Houston/5115-Nett-St-77007/home/29655090,HARMLS,44012825,N,Y,29.7717368,-95.4131624
MLS Listing,,Single Family Residential,1415 Shearn St,Houston,TX,77007,499000,2.0,3.5,Shearn Commons,2204.0,1416.0,2009.0,3,226.0,192.0,Active,,,https://www.redfin.com/TX/Houston/1415-Shearn-St-77007/home/29636652,HARMLS,17749472,N,Y,29.7743214,-95.3717502
MLS Listing,,Single Family Residential,232 Knox St Unit B,Houston,TX,77007,485000,3.0,3.5,Millennium Homes At Birdsall M,2159.0,2131.0,2003.0,3,225.0,,Active,,,https://www.redfin.com/TX/Houston/232-Knox-St-77007/unit-B/home/29183793,HARMLS,70310705,N,Y,29.7638368,-95.4206027
MLS Listing,,Townhouse,1616 Thompson St,Houston,TX,77007,335000,2.0,2.0,Spencer Trace,1286.0,1879.0,2005.0,4,260.0,90.0,Active,,,https://www.redfin.com/TX/Houston/1616-Thompson-St-77007/home/29382129,HARMLS,45378995,N,Y,29.7754486,-95.4042068
MLS Listing,,Single Family Residential,1402 Utah St,Houston,TX,77007,475000,3.0,3.5,Riverwood At Utah,2381.0,2013.0,2003.0,4,199.0,,Active,May-12-2023 04:00 PM,May-12-2023 06:00 PM,https://www.redfin.com/TX/Houston/1402-Utah-St-77007/home/29251933,HARMLS,52708959,N,Y,29.7735319,-95.4230176
MLS Listing,,Condo/Co-op,6007 Memorial Dr #503,Houston,TX,77007,899000,3.0,3.0,Memorial Cove Lofts Condo,2828.0,,2001.0,4,318.0,895.0,Active,,,https://www.redfin.com/TX/Houston/6007-Memorial-Dr-77007/unit-503/home/29160829,HARMLS,96823739,N,Y,29.7611206,-95.4225498
MLS Listing,,Townhouse,5224 Nett St Unit A,Houston,TX,77007,490000,3.0,2.0,Nett Street Add,2034.0,2500.0,2005.0,4,241.0,,Active,,,https://www.redfin.com/TX/Houston/5224-Nett-St-77007/unit-A/home/29408620,HARMLS,55003172,N,Y,29.772088,-95.414868
MLS Listing,,Single Family Residential,614A Rutland,Houston,TX,77007,1450000,5.0,6.0,Houston Heights,3518.0,4356.0,2023.0,4,412.0,,Active,May-13-2023 01:00 PM,May-13-2023 03:00 PM,https://www.redfin.com/TX/Houston/614-Rutland-St-77007/home/29702699,HARMLS,55684444,N,Y,29.7820438,-95.4007553
MLS Listing,,Single Family Residential,1209 Thompson St,Houston,TX,77007,550000,3.0,3.5,Thompson Schuller Views,2238.0,1551.0,2018.0,4,246.0,,Active,,,https://www.redfin.com/TX/Houston/1209-Thompson-St-77007/home/112824280,HARMLS,68345876,N,Y,29.7726637,-95.4043654
MLS Listing,,Single Family Residential,918 Dorothy St,Houston,TX,77008,549000,2.0,2.0,West Heights,1421.0,7470.0,1930.0,4,386.0,,Active,,,https://www.redfin.com/TX/Houston/918-Dorothy-St-77008/home/29876361,HARMLS,32126497,N,Y,29.7876916,-95.4086577
MLS Listing,,Single Family Residential,1312 Studer St,Houston,TX,77007,409000,2.0,2.0,Memorial Park Village,1635.0,1942.0,2005.0,5,250.0,121.0,Active,,,https://www.redfin.com/TX/Houston/1312-Studer-St-77007/home/29341654,HARMLS,90744832,N,Y,29.7727322,-95.4148389
MLS Listing,,Single Family Residential,5637 Darling St Unit A,Houston,TX,77007,619900,3.0,2.5,Townhomes at Darling St,2393.0,2687.0,2023.0,5,259.0,,Active,,,https://www.redfin.com/TX/Houston/5637-Darling-St-77007/unit-A/home/185310683,HARMLS,46629959,N,Y,29.7795472,-95.4237322
MLS Listing,,Single Family Residential,5206 Calle Montilla Pl,Houston,TX,77007,979290,3.0,3.5,Caceres,3501.0,1757.0,2008.0,5,280.0,750.0,Active,,,https://www.redfin.com/TX/Houston/5206-Calle-Montilla-Pl-77007/home/29560111,HARMLS,2778017,N,Y,29.7647661,-95.4136217
MLS Listing,,Townhouse,1412 Wichman St,Houston,TX,77007,475000,3.0,3.5,Forest Park Lndg,2128.0,1780.0,2020.0,5,223.0,160.0,Active,,,https://www.redfin.com/TX/Houston/1412-Wichman-St-77007/home/167840836,HARMLS,33604262,N,Y,29.7739108,-95.3930004
MLS Listing,,Single Family Residential,6112 Hamman St,Houston,TX,77007,669900,3.0,2.5,Hamman Green,2490.0,2600.0,2023.0,5,269.0,,Active,,,https://www.redfin.com/TX/Houston/6112-Hamman-St-77007/home/29846307,HARMLS,27110792,N,Y,29.7762497,-95.4237173
MLS Listing,,Single Family Residential,5850 Kansas St,Houston,TX,77007,575000,3.0,2.5,Cottage Grove Sec 04,2498.0,2688.0,2018.0,5,230.0,,Active,,,https://www.redfin.com/TX/Houston/5850-Kansas-St-77007/home/29660293,HARMLS,44731382,N,Y,29.7820411,-95.4286652
MLS Listing,,Single Family Residential,4 Crestwood Dr,Houston,TX,77007,4500000,4.0,5.0,Crestwood Acres,6912.0,21836.0,2001.0,5,651.0,,Active,,,https://www.redfin.com/TX/Houston/4-Crestwood-Dr-77007/home/29965746,HARMLS,91310069,N,Y,29.7596701,-95.425478
MLS Listing,,Single Family Residential,47 W Terrace Dr,Houston,TX,77007,2595000,3.0,4.5,Arlington Terrace Sec 02,5321.0,11357.0,1995.0,5,488.0,375.0,Active,,,https://www.redfin.com/TX/Houston/47-W-Terrace-Dr-77007/home/30623172,HARMLS,95033703,N,Y,29.7623419,-95.4257356
MLS Listing,,Townhouse,6118 Hamman St Unit B,Houston,TX,77007,439750,3.0,3.5,Hamman Lofts,2157.0,1510.0,2007.0,6,204.0,,Active,,,https://www.redfin.com/TX/Houston/6118-Hamman-St-77007/unit-B/home/29594527,HARMLS,34029869,N,Y,29.7763175,-95.4241035
MLS Listing,,Single Family Residential,618 E 8th St,Houston,TX,77007,799000,3.0,2.0,The Heights,1900.0,6595.0,1989.0,6,421.0,,Active,,,https://www.redfin.com/TX/Houston/618-E-8th-St-77007/home/29774069,HARMLS,60050691,N,Y,29.7850208,-95.390787
MLS Listing,,Single Family Residential,507 Lester St,Houston,TX,77007,1179000,3.0,4.0,Settegast & Dodge,3587.0,4400.0,2005.0,6,329.0,,Active,,,https://www.redfin.com/TX/Houston/507-Lester-St-77007/home/29743264,HARMLS,34030652,N,Y,29.7670702,-95.4154526
MLS Listing,,Single Family Residential,2709 Cohn Gdn,Houston,TX,77007,640000,3.0,4.5,Cottage Grove,3202.0,1955.0,2014.0,6,200.0,254.0,Active,,,https://www.redfin.com/TX/Houston/2709-Cohn-Gdn-77007/home/66047707,HARMLS,80435023,N,Y,29.7826854,-95.4239639
MLS Listing,,Vacant Land,722 Durham Dr,Houston,TX,77007,1200000,,,Brunner,,5000.0,,7,,,Active,,,https://www.redfin.com/TX/Houston/722-Durham-Dr-77007/home/147136247,HARMLS,46398966,N,Y,29.7687656,-95.4103792
