SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,5656 San Felipe St #1003,Houston,TX,77056,1895000,2.0,3.0,Tanglewood/memorial,2030.0,,2023.0,18,933.0,1823.0,Active,,,https://www.redfin.com/TX/Houston/5656-San-Felipe-St-77056/unit-1003/home/180568962,HARMLS,38441421,N,Y,29.7503996,-95.4762758
MLS Listing,,Condo/Co-op,3505 Sage Rd #406,Houston,TX,77056,289900,2.0,2.0,Mark Condo 01 Amd,1196.0,,2000.0,18,242.0,678.0,Active,,,https://www.redfin.com/TX/Houston/3505-Sage-Rd-77056/unit-406/home/29138390,HARMLS,98938811,N,Y,29.7297483,-95.4660267
MLS Listing,,Single Family Residential,7 S West Oak,Houston,TX,77056,3400000,5.0,5.5,West Oak,5650.0,10854.0,2001.0,19,602.0,100.0,Active,,,https://www.redfin.com/TX/Houston/7-S-West-Oak-Dr-77056/home/29957449,HARMLS,40462445,N,Y,29.7577661,-95.4642924
MLS Listing,,Condo/Co-op,1600 Post Oak Blvd #1404,Houston,TX,77056,649900,3.0,2.0,Cosmopolitan Condos,1779.0,,2006.0,19,365.0,1255.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-1404/home/29544363,HARMLS,90919575,N,Y,29.7515129,-95.4613592
MLS Listing,,Condo/Co-op,513 S Post Oak Ln #5106,Houston,TX,77056,130000,2.0,1.0,Post Oak Timber Condo,1140.0,23477.0,1952.0,20,114.0,350.0,Active,,,https://www.redfin.com/TX/Houston/513-S-Post-Oak-Ln-77056/unit-5106/home/30350732,HARMLS,72258114,N,Y,29.7637605,-95.4631397
MLS Listing,,Single Family Residential,5014 Cedar Creek Dr,Houston,TX,77056,1600000,4.0,4.5,Huisache Acres,4879.0,8937.0,1999.0,20,328.0,15.0,Active,,,https://www.redfin.com/TX/Houston/5014-Cedar-Creek-Dr-77056/home/30009699,HARMLS,22171190,N,Y,29.7533715,-95.4637292
MLS Listing,,Condo/Co-op,5343 Richmond Ave #4,Houston,TX,77056,149900,2.0,1.0,Courtyards Condo,885.0,93606.0,1965.0,21,169.0,529.0,Active,,,https://www.redfin.com/TX/Houston/5343-Richmond-Ave-77056/unit-4/home/30379323,HARMLS,90889198,N,Y,29.7310263,-95.4700401
MLS Listing,,Single Family Residential,283 Pine Hollow Ln,Houston,TX,77056,3295000,5.0,6.5,Pine Hollow,7690.0,17700.0,2015.0,21,428.0,,Active,,,https://www.redfin.com/TX/Houston/283-Pine-Hollow-Ln-77056/home/30056543,HARMLS,93199694,N,Y,29.7647844,-95.4629145
MLS Listing,,Condo/Co-op,513 S Post Oak Ln #5107,Houston,TX,77056,130000,2.0,1.0,Post Oak Timber Condo,1140.0,,1952.0,21,114.0,350.0,Active,,,https://www.redfin.com/TX/Houston/513-S-Post-Oak-Ln-77056/unit-5107/home/30350731,HARMLS,67696762,N,Y,29.7637605,-95.4631397
MLS Listing,,Condo/Co-op,4950 Woodway Dr #604,Houston,TX,77056,380000,3.0,2.5,Pinehollow Condo,2175.0,,1981.0,21,175.0,1393.0,Active,,,https://www.redfin.com/TX/Houston/4950-Woodway-Dr-77056/unit-604/home/30526078,HARMLS,75875348,N,Y,29.7627467,-95.4631192
MLS Listing,,Single Family Residential,5002 Tangle,Houston,TX,77056,1499000,4.0,3.5,Park at Tangle Lane,4466.0,7507.0,2001.0,21,336.0,,Active,,,https://www.redfin.com/TX/Houston/5002-Tangle-Ln-77056/home/29134317,HARMLS,83201572,N,Y,29.7572782,-95.4634059
MLS Listing,,Condo/Co-op,3030 Post Oak Blvd #308,Houston,TX,77056,350000,1.0,1.0,Manhattan Condo Amd,1245.0,,2002.0,21,281.0,900.0,Active,,,https://www.redfin.com/TX/Houston/3030-Post-Oak-Blvd-77056/unit-308/home/29240160,HARMLS,51717159,N,Y,29.7349434,-95.4611834
MLS Listing,,Single Family Residential,5627 Chevy Chase Dr,Houston,TX,77056,1250000,3.0,4.5,Briarcroft Add,3663.0,13156.0,1955.0,24,341.0,67.0,Active,,,https://www.redfin.com/TX/Houston/5627-Chevy-Chase-Dr-77056/home/30050020,HARMLS,93540736,N,Y,29.7448068,-95.4754669
MLS Listing,,Single Family Residential,15 Pinewold Cir,Houston,TX,77056,1250000,3.0,3.5,Pinewold Circle,4414.0,4907.0,1993.0,25,283.0,500.0,Active,,,https://www.redfin.com/TX/Houston/15-Pinewold-Cir-77056/home/30637176,HARMLS,30019055,N,Y,29.7641444,-95.463672
MLS Listing,,Condo/Co-op,5110 San Felipe St Unit 135W,Houston,TX,77056,250000,1.0,1.5,Four Leaf Towers Condo,1015.0,,1981.0,26,246.0,970.0,Active,,,https://www.redfin.com/TX/Houston/5110-San-Felipe-St-77056/unit-135W/home/185084732,HARMLS,40547498,N,Y,29.75122,-95.464123
MLS Listing,,Single Family Residential,5676 Doliver Drive Dr,Houston,TX,77056,3295000,6.0,9.0,Tanglewood Sec 08,10173.0,22200.0,2004.0,26,324.0,202.0,Active,,,https://www.redfin.com/TX/Houston/5676-Doliver-Dr-77056/home/30017574,HARMLS,9751659,N,Y,29.7527655,-95.4765933
MLS Listing,,Single Family Residential,5345 Hidalgo St,Houston,TX,77056,1200000,4.0,3.5,Lamar Terrace,3120.0,2850.0,1998.0,26,385.0,,Active,,,https://www.redfin.com/TX/Houston/5345-Hidalgo-St-77056/home/30034226,HARMLS,13765842,N,Y,29.7349935,-95.470634
MLS Listing,,Condo/Co-op,3525 Sage Rd #407,Houston,TX,77056,175000,1.0,1.0,3525 Sage Street Condo,834.0,111612.0,1985.0,28,210.0,592.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-407/home/30606099,HARMLS,72388541,N,Y,29.729101,-95.466053
MLS Listing,,Townhouse,5136 Chevy Chase Dr,Houston,TX,77056,600000,3.0,2.5,Chevy Chase,2355.0,2975.0,1996.0,28,255.0,167.0,Active,,,https://www.redfin.com/TX/Houston/5136-Chevy-Chase-Dr-77056/home/30670863,HARMLS,15098863,N,Y,29.7463073,-95.4656659
MLS Listing,,Single Family Residential,5016 Tangle Ln Unit A,Houston,TX,77056,1950000,4.0,4.5,Tangle Lane Estates,5375.0,5491.0,2013.0,28,363.0,,Active,,,https://www.redfin.com/TX/Houston/5016-Tangle-Ln-77056/unit-A/home/45414510,HARMLS,10911947,N,Y,29.7572967,-95.4642025
MLS Listing,,Condo/Co-op,3505 Sage Rd #1206,Houston,TX,77056,300000,2.0,2.0,Mark Condo 01 Amd,1196.0,,2000.0,32,251.0,630.0,Active,,,https://www.redfin.com/TX/Houston/3505-Sage-Rd-77056/unit-1206/home/29133309,HARMLS,46880010,N,Y,29.7297483,-95.4660267
MLS Listing,,Condo/Co-op,5100 San Felipe St Unit 323E,Houston,TX,77056,685000,2.0,3.5,Four Leaf Towers,2690.0,,1981.0,32,255.0,2570.0,Active,,,https://www.redfin.com/TX/Houston/5100-San-Felipe-St-77056/unit-323E/home/182192215,HARMLS,98618884,N,Y,29.7515355,-95.4637744
MLS Listing,,Single Family Residential,1024 Rocky River Rd,Houston,TX,77056,2500000,5.0,6.5,Tanglewood,5074.0,23760.0,1960.0,32,493.0,202.0,Active,,,https://www.redfin.com/TX/Houston/1024-Rocky-River-Rd-77056/home/147780196,HARMLS,41081283,N,Y,29.7572492,-95.4684839
MLS Listing,,Single Family Residential,5215 Green Tree Rd,Houston,TX,77056,4750000,6.0,7.0,Pine Shadows,9646.0,14076.0,2016.0,32,492.0,114.0,Active,,,https://www.redfin.com/TX/Houston/5215-Green-Tree-Rd-77056/home/30031945,HARMLS,60371146,N,Y,29.7650356,-95.4688525
MLS Listing,,Single Family Residential,5633 Bayou Glen Rd,Houston,TX,77056,4297000,5.0,6.0,Tanglewood,6783.0,14250.0,2023.0,33,633.0,202.0,Active,,,https://www.redfin.com/TX/Houston/5633-Bayou-Glen-Rd-77056/home/30090463,HARMLS,25704910,N,Y,29.7660474,-95.4760198
MLS Listing,,Condo/Co-op,1409 Post Oak Blvd #1102,Houston,TX,77056,1199999,4.0,4.5,Astoria Condos,3010.0,,2014.0,34,399.0,2276.0,Active,,,https://www.redfin.com/TX/Houston/1409-Post-Oak-Blvd-77056/unit-1102/home/110193975,HARMLS,73094401,N,Y,29.7526197,-95.4593519
MLS Listing,,Condo/Co-op,1600 Post Oak Blvd #1902,Houston,TX,77056,1749000,3.0,3.5,Cosmopolitan Condos,4091.0,,2006.0,34,428.0,2885.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-1902/home/29544296,HARMLS,2691191,N,Y,29.7515129,-95.4613592
MLS Listing,,Single Family Residential,5625 Cedar Creek Dr,Houston,TX,77056,1950000,3.0,3.5,Tanglewood,3463.0,16250.0,1956.0,34,563.0,202.0,Active,,,https://www.redfin.com/TX/Houston/5625-Cedar-Creek-Dr-77056/home/30017482,HARMLS,94776506,N,Y,29.7510224,-95.4751188
MLS Listing,,Condo/Co-op,5110 San Felipe St Unit 145W,Houston,TX,77056,412000,1.0,1.5,Four Leaf Towers Condo 22nd Am,1015.0,,1981.0,34,406.0,1053.0,Active,,,https://www.redfin.com/TX/Houston/5110-San-Felipe-St-77056/unit-145W/home/30542839,HARMLS,32994386,N,Y,29.75122,-95.464123
MLS Listing,,Single Family Residential,5506 Russett,Houston,TX,77056,4350000,6.0,8.0,Tanglewood,10228.0,44170.0,2008.0,35,425.0,138.0,Active,,,https://www.redfin.com/TX/Houston/5506-Russett-Dr-77056/home/30069255,HARMLS,13463945,N,Y,29.7634713,-95.4772486
MLS Listing,,Vacant Land,5627 Terwilliger Way,Houston,TX,77056,1200000,,,Briarcroft,,15000.0,,37,,53.0,Active,,,https://www.redfin.com/TX/Houston/5627-Terwilliger-Way-77056/home/30050091,HARMLS,34301262,N,Y,29.7487607,-95.4752826
MLS Listing,,Condo/Co-op,5150 Hidalgo St #503,Houston,TX,77056,292000,2.0,2.0,Oxford Condo 04 Amd,1370.0,,1981.0,38,213.0,1082.0,Active,,,https://www.redfin.com/TX/Houston/5150-Hidalgo-St-77056/unit-503/home/30523552,HARMLS,96608618,N,Y,29.7357381,-95.4652097
MLS Listing,,Condo/Co-op,1600 Post Oak Blvd #906,Houston,TX,77056,494950,1.0,1.5,Cosmopolitan Condos,1118.0,,2006.0,38,443.0,786.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-906/home/29544389,HARMLS,5394944,N,Y,29.7515129,-95.4613592
MLS Listing,,Condo/Co-op,5100 San Felipe St #383,Houston,TX,77056,595000,1.0,1.5,Four Leaf Towers Condo 22nd Am,1577.0,,1981.0,38,377.0,1460.0,Active,,,https://www.redfin.com/TX/Houston/5100-San-Felipe-St-77056/unit-383/home/30542683,HARMLS,72350597,N,Y,29.7515355,-95.4637744
MLS Listing,,Single Family Residential,3130 S Rice Ave,Houston,TX,77056,945000,3.0,2.5,Lamar Terrace,3226.0,2997.0,2000.0,40,293.0,,Active,,,https://www.redfin.com/TX/Houston/3130-S-Rice-Ave-77056/home/30712897,HARMLS,46678622,N,Y,29.7332321,-95.4685044
MLS Listing,,Single Family Residential,110 Maple Valley Rd,Houston,TX,77056,6750000,5.0,6.5,Tanglewood Sec 11a,8201.0,56502.0,2013.0,40,823.0,138.0,Active,,,https://www.redfin.com/TX/Houston/110-Maple-Valley-Rd-77056/home/30156508,HARMLS,41714020,N,Y,29.770657,-95.4757741
MLS Listing,,Condo/Co-op,3505 Sage Rd #809,Houston,TX,77056,325000,2.0,2.0,Mark Condo,1422.0,,2000.0,42,229.0,67.0,Active,,,https://www.redfin.com/TX/Houston/3505-Sage-Rd-77056/unit-809/home/29179097,HARMLS,93212451,N,Y,29.7297483,-95.4660267
MLS Listing,,Multi-Family (5+ Unit),5506 Beverlyhill St #8,Houston,TX,77056,1550000,16.0,1.0,Larchmont,8960.0,15118.0,1960.0,42,173.0,,Active,,,https://www.redfin.com/TX/Houston/5506-Beverlyhill-St-77056/unit-8/home/30094828,HARMLS,86554296,N,Y,29.7307569,-95.4743815
MLS Listing,,Vacant Land,3209 Mcculloch Cir,Houston,TX,77056,549998,,,Lamar Terrace,,6665.0,,44,,,Active,,,https://www.redfin.com/TX/Houston/3209-McCulloch-Cir-77056/home/30034908,HARMLS,94150083,N,Y,29.7342213,-95.4751392
MLS Listing,,Townhouse,2007 Stonewalk,Houston,TX,77056,690000,3.0,3.0,Sagetown,2722.0,3600.0,1969.0,44,253.0,167.0,Active,,,https://www.redfin.com/TX/Houston/2007-Stonewalk-Dr-77056/home/30185098,HARMLS,96647758,N,Y,29.7460982,-95.4682177
MLS Listing,,Condo/Co-op,3505 Sage Rd #314,Houston,TX,77056,299500,2.0,2.5,Mark Condo 01 Amd,1399.0,,2000.0,45,214.0,792.0,Active,,,https://www.redfin.com/TX/Houston/3505-Sage-Rd-77056/unit-314/home/29178899,HARMLS,86361444,N,Y,29.7297483,-95.4660267
MLS Listing,,Condo/Co-op,1901 Post Oak Blvd #1213,Houston,TX,77056,274500,1.0,1.0,Lofts/post Oak,774.0,,2003.0,45,355.0,470.0,Active,,,https://www.redfin.com/TX/Houston/1901-Post-Oak-Blvd-77056/unit-1213/home/29403967,HARMLS,79239469,N,Y,29.7468536,-95.4591882
MLS Listing,,Townhouse,5225 Sagecircle St S,Houston,TX,77056,495000,3.0,3.5,Sage Square,2541.0,1469.0,1995.0,45,195.0,329.0,Active,,,https://www.redfin.com/TX/Houston/5225-Sagecircle-St-S-77056/home/30648162,HARMLS,75982996,N,Y,29.72962,-95.4677924
MLS Listing,,Single Family Residential,5425 Schumacher Ln,Houston,TX,77056,1695000,5.0,5.5,Larchmont Sec 01,5309.0,7684.0,2021.0,45,319.0,,Active,,,https://www.redfin.com/TX/Houston/5425-Schumacher-Ln-77056/home/30094967,HARMLS,89502839,N,Y,29.7287782,-95.4725999
MLS Listing,,Condo/Co-op,3350 Mccue Rd #1503,Houston,TX,77056,450000,2.0,2.0,Bristol Condo,1955.0,,1983.0,49,230.0,1638.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-1503/home/30574362,HARMLS,81485384,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,5010 Longmont Dr Ph -5,Houston,TX,77056,4300000,4.0,4.5,Tanglewood/uptown Area,4378.0,,2024.0,50,982.0,2200.0,Active,May-8-2023 02:00 PM,May-8-2023 04:00 PM,https://www.redfin.com/TX/Houston/5010-Longmont-Dr-77056/unit-5/home/184744287,HARMLS,43587087,N,Y,29.7559817,-95.4642249
MLS Listing,,Condo/Co-op,5010 Longmont Dr Ph -3,Houston,TX,77056,4050000,4.0,4.5,Tanglewood/uptown Area,4378.0,,2024.0,50,925.0,2200.0,Active,May-8-2023 02:00 PM,May-8-2023 04:00 PM,https://www.redfin.com/TX/Houston/5010-Longmont-Dr-77056/unit-3/home/184744279,HARMLS,45635924,N,Y,29.7559817,-95.4642249
MLS Listing,,Condo/Co-op,3525 Sage Rd #1314,Houston,TX,77056,174900,1.0,1.0,Sage Street Condo,794.0,,1985.0,51,220.0,591.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-1314/home/30605901,HARMLS,23530937,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,3505 Sage Rd #2502,Houston,TX,77056,349000,2.0,2.0,Mark Condo 01 Amd,1357.0,,2000.0,53,257.0,768.0,Active,,,https://www.redfin.com/TX/Houston/3505-Sage-Rd-77056/unit-2502/home/29179600,HARMLS,89542433,N,Y,29.7297483,-95.4660267
MLS Listing,,Single Family Residential,5135 Longmont Dr,Houston,TX,77056,2889000,6.0,6.5,Tanglewood Sec 01,8018.0,24558.0,2005.0,53,360.0,113.0,Active,,,https://www.redfin.com/TX/Houston/5135-Longmont-Dr-77056/home/30016734,HARMLS,10368665,N,Y,29.7553235,-95.4671155
MLS Listing,,Condo/Co-op,3525 Sage Rd #604,Houston,TX,77056,231000,2.0,2.0,Sage Street Condo,1095.0,,1985.0,55,211.0,733.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-604/home/30606027,HARMLS,86736248,N,Y,29.729101,-95.466053
MLS Listing,,Single Family Residential,5429 Judalon Ln,Houston,TX,77056,1599000,4.0,3.5,Larchmont Sec 01,3853.0,8024.0,2023.0,56,415.0,,Active,,,https://www.redfin.com/TX/Houston/5429-Judalon-Ln-77056/home/30095016,HARMLS,92912777,N,Y,29.72799,-95.472645
MLS Listing,,Condo/Co-op,3525 Sage Rd #303,Houston,TX,77056,240000,2.0,2.0,Sage Street Condo,1095.0,,1985.0,57,219.0,900.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-303/home/30606086,HARMLS,70331114,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,3350 Mccue Rd #1803,Houston,TX,77056,375000,2.0,2.0,Bristol Condo,1955.0,,1983.0,59,192.0,1638.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-1803/home/30574510,HARMLS,13067589,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,3525 Sage Rd #613,Houston,TX,77056,252000,2.0,2.0,Sage Street Condo,1221.0,,1985.0,59,206.0,865.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-613/home/30606018,HARMLS,85300145,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,5353 Richmond Ave #12,Houston,TX,77056,115000,1.0,1.0,Courtyards Condo,686.0,93606.0,1965.0,59,168.0,400.0,Active,,,https://www.redfin.com/TX/Houston/5353-Richmond-Ave-77056/unit-12/home/30379277,HARMLS,15950895,N,Y,29.7312699,-95.4706954
MLS Listing,,Condo/Co-op,5001 Woodway Dr #202,Houston,TX,77056,374900,2.0,2.0,Woodway,1553.0,,1975.0,59,241.0,714.0,Active,,,https://www.redfin.com/TX/Houston/5001-Woodway-Dr-77056/unit-202/home/30342018,HARMLS,67489326,N,Y,29.7619446,-95.4639792
MLS Listing,,Single Family Residential,5403 Meadow Lake Ln,Houston,TX,77056,1099000,4.0,3.5,Del Monte Sec 02 Rep,3272.0,16450.0,1954.0,59,336.0,30.0,Active,,,https://www.redfin.com/TX/Houston/5403-Meadow-Lake-Ln-77056/home/30059390,HARMLS,10863846,N,Y,29.7430472,-95.4700197
MLS Listing,,Condo/Co-op,3525 Sage Rd #1404,Houston,TX,77056,278000,2.0,2.0,Sage Street Condo,1095.0,,1985.0,61,254.0,772.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-1404/home/30605912,HARMLS,79201385,N,Y,29.729101,-95.466053
MLS Listing,,Single Family Residential,5661 Locke Ln,Houston,TX,77056,385000,2.0,2.0,Briarcroft,1555.0,7075.0,1954.0,61,248.0,54.0,Active,,,https://www.redfin.com/TX/Houston/5661-Locke-Ln-77056/home/30050150,HARMLS,36827169,N,Y,29.7387009,-95.4764294
MLS Listing,,Condo/Co-op,3350 Mccue Rd #1002,Houston,TX,77056,394900,2.0,2.0,Bristol,1955.0,,1983.0,61,202.0,1983.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-1002/home/30574336,HARMLS,7150682,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,3525 Sage Rd #1601,Houston,TX,77056,169000,1.0,1.0,3525 Sage Street Condo,776.0,,1985.0,62,218.0,550.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-1601/home/30605871,HARMLS,79665293,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,1901 Post Oak Blvd #407,Houston,TX,77056,360000,1.0,1.0,Lofts on Post Oak,1137.0,,2003.0,63,317.0,596.0,Active,,,https://www.redfin.com/TX/Houston/1901-Post-Oak-Blvd-77056/unit-407/home/29402752,HARMLS,49241563,N,Y,29.7468536,-95.4591882
MLS Listing,,Single Family Residential,84 E Broad Oaks Dr,Houston,TX,77056,1349000,4.0,4.5,Broad Oaks,4070.0,4720.0,1996.0,63,331.0,10.0,Active,,,https://www.redfin.com/TX/Houston/84-E-Broad-Oaks-Dr-77056/home/29969673,HARMLS,74867315,N,Y,29.7687385,-95.4731318
MLS Listing,,Single Family Residential,5635 Meadow Lake Ln,Houston,TX,77056,850000,3.0,2.0,Briarcroft,2308.0,11390.0,1953.0,66,368.0,67.0,Active,,,https://www.redfin.com/TX/Houston/5635-Meadow-Lake-Ln-77056/home/30050236,HARMLS,43044027,N,Y,29.7430679,-95.4755283
MLS Listing,,Condo/Co-op,3525 Sage Rd #415,Houston,TX,77056,265000,2.0,2.0,Sage Street Condo,1095.0,,1985.0,66,242.0,811.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-415/home/30606122,HARMLS,77629303,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,5343 Richmond Ave #9,Houston,TX,77056,126900,1.0,1.0,Courtyard Condo,579.0,93606.0,1965.0,67,219.0,346.0,Active,,,https://www.redfin.com/TX/Houston/5343-Richmond-Ave-77056/unit-9/home/30379326,HARMLS,20588328,N,Y,29.7310263,-95.4700401
MLS Listing,,Condo/Co-op,3525 Sage Rd #1705,Houston,TX,77056,159900,1.0,1.0,Augusta Hills Condo,794.0,,1985.0,67,201.0,597.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-1705/home/30605849,HARMLS,39059967,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,3388 Sage Rd #902,Houston,TX,77056,599500,3.0,3.0,Mercer I Condo,2155.0,,2003.0,67,278.0,1270.0,Active,,,https://www.redfin.com/TX/Houston/3388-Sage-Rd-77056/unit-902/home/29255899,HARMLS,10892067,N,Y,29.7324238,-95.4678696
MLS Listing,,Townhouse,1235 Rue De La Paix Way Unit B1,Houston,TX,77056,1599000,4.0,4.5,Place Des Vosges,5727.0,2872.0,2009.0,69,279.0,667.0,Active,,,https://www.redfin.com/TX/Houston/1235-Rue-de-la-Paix-Way-77056/unit-B1/home/29639335,HARMLS,5983512,N,Y,29.7546328,-95.4605876
MLS Listing,,Single Family Residential,5524 Sturbridge Dr,Houston,TX,77056,3399000,5.0,6.0,Tanglewood Sec 05,6435.0,41250.0,1960.0,70,528.0,113.0,Active,,,https://www.redfin.com/TX/Houston/5524-Sturbridge-Dr-77056/home/30069194,HARMLS,45578599,N,Y,29.7633553,-95.4756922
MLS Listing,,Condo/Co-op,3350 Mccue Rd #303,Houston,TX,77056,344000,2.0,2.0,Bristol,1955.0,,1983.0,73,176.0,1961.0,Active,,,https://www.redfin.com/TX/Houston/3350-McCue-Rd-77056/unit-303/home/30574313,HARMLS,4898773,N,Y,29.7296841,-95.4650133
MLS Listing,,Condo/Co-op,3030 Post Oak Blvd #413,Houston,TX,77056,1270000,2.0,2.0,Manhattan Condo,3388.0,,2002.0,73,375.0,900.0,Active,,,https://www.redfin.com/TX/Houston/3030-Post-Oak-Blvd-77056/unit-413/home/29240087,HARMLS,31998300,N,Y,29.7349434,-95.4611834
MLS Listing,,Single Family Residential,5614 Indian Cir,Houston,TX,77056,2000000,6.0,5.5,Indian Trails,4352.0,11013.0,1979.0,73,460.0,143.0,Active,,,https://www.redfin.com/TX/Houston/5614-Indian-Cir-77056/home/30278633,HARMLS,51100408,N,Y,29.7715377,-95.4779245
MLS Listing,,Condo/Co-op,5656 San Felipe St #1201,Houston,TX,77056,2995000,3.0,3.5,Tanglewood/memorial,3023.0,,2023.0,75,991.0,2650.0,Active,,,https://www.redfin.com/TX/Houston/5656-San-Felipe-St-77056/unit-1201/home/184433752,HARMLS,36819090,N,Y,29.7503987,-95.4762658
MLS Listing,,Condo/Co-op,1600 Post Oak #802,Houston,TX,77056,1195000,3.0,3.5,Cosmopolitan Condos,2735.0,,2006.0,76,437.0,1930.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-802/home/29544371,HARMLS,45974455,N,Y,29.7515129,-95.4613592
MLS Listing,,Condo/Co-op,1600 Post Oak Blvd #701,Houston,TX,77056,585000,2.0,2.5,Cosmopolitan Condos,1550.0,,2006.0,76,377.0,1051.0,Active,,,https://www.redfin.com/TX/Houston/1600-Post-Oak-Blvd-77056/unit-701/home/29544374,HARMLS,53172003,N,Y,29.7515129,-95.4613592
MLS Listing,,Vacant Land,5321 Navarro St,Houston,TX,77056,589000,,,Lamar Terrace,,6820.0,,78,,,Active,,,https://www.redfin.com/TX/Houston/5321-Navarro-St-77056/home/30034175,HARMLS,20401465,N,Y,29.73421,-95.469519
MLS Listing,,Townhouse,516 S S Post Oak Ln #20,Houston,TX,77056,599900,3.0,2.5,Piney Oaks Estates,3208.0,2874.0,1979.0,80,187.0,1000.0,Active,,,https://www.redfin.com/TX/Houston/516-S-Post-Oak-Ln-77056/unit-20/home/30290070,HARMLS,91250263,N,Y,29.7634395,-95.4636971
MLS Listing,,Condo/Co-op,5110 San Felipe St #384,Houston,TX,77056,949000,2.0,2.5,Four Leaf Condo Towers,2214.0,,1981.0,83,429.0,2115.0,Active,,,https://www.redfin.com/TX/Houston/5110-San-Felipe-St-77056/unit-384/home/30542758,HARMLS,35891089,N,Y,29.75122,-95.464123
MLS Listing,,Condo/Co-op,1275 S Post Oak Ln #1001,Houston,TX,77056,4647000,3.0,4.0,Belfiore Condos,4647.0,,2014.0,83,1000.0,5185.0,Active,,,https://www.redfin.com/TX/Houston/1275-S-Post-Oak-Ln-77056/unit-1001/home/110188319,HARMLS,63128003,N,Y,29.7543454,-95.462894
MLS Listing,,Condo/Co-op,5656 San Felipe St #506,Houston,TX,77056,1595000,3.0,3.5,Tanglewood/memorial,2204.0,,2023.0,84,724.0,1950.0,Active,,,https://www.redfin.com/TX/Houston/5656-San-Felipe-St-77056/unit-506/home/184247763,HARMLS,87859364,N,Y,29.7503987,-95.4762658
MLS Listing,,Condo/Co-op,3525 Sage Rd #1207,Houston,TX,77056,159500,1.0,1.0,3525 Sage Street Condo,834.0,,1985.0,84,191.0,592.0,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-1207/home/30605995,HARMLS,93797538,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,5150 Hidalgo St #204,Houston,TX,77056,274000,2.0,2.0,Oxford Condo 04 Amd,1546.0,,1981.0,85,177.0,1222.0,Active,,,https://www.redfin.com/TX/Houston/5150-Hidalgo-St-77056/unit-204/home/30523536,HARMLS,87133513,N,Y,29.7357381,-95.4652097
MLS Listing,,Townhouse,5213 Sagesquare St,Houston,TX,77056,625000,4.0,3.5,Sage Square,3358.0,1743.0,1994.0,87,186.0,329.0,Active,,,https://www.redfin.com/TX/Houston/5213-Sagesquare-St-77056/home/30649229,HARMLS,22319485,N,Y,29.730073,-95.467705
MLS Listing,,Single Family Residential,5005 Green Tree Rd,Houston,TX,77056,5400000,5.0,8.0,Lazy River,10185.0,64558.0,1962.0,88,530.0,108.0,Active,,,https://www.redfin.com/TX/Houston/5005-Green-Tree-Rd-77056/home/30158860,HARMLS,90637277,N,Y,29.7661768,-95.464143
